atletas.slug,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.clube.id.full.name,CA,FC,FD,FF,FS,G,I,PE,RB,DD,GS,SG,A,FT,DP,GC,PP,CV
gabriel,83257,3,262,ata,Provável,0,16.91,0,6.45,Flamengo,1,1,3,2,4,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
cassio,42234,3,264,gol,Provável,0.7,3.9,-0.73,0.4,Corinthians,1,NA,NA,NA,1,NA,NA,1,NA,2,4,1,NA,NA,NA,NA,NA,NA
fagner,42500,3,264,lat,Provável,0,11.32,0,8.75,Corinthians,1,1,1,NA,6,NA,NA,4,8,NA,NA,1,NA,NA,NA,NA,NA,NA
diego-alves,38509,3,262,gol,Contundido,0,5,0,0,Flamengo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geuvanio,73896,3,282,ata,Provável,2.1,14.51,-0.88,7,Atlético-MG,NA,8,2,2,11,NA,NA,5,8,NA,NA,NA,1,NA,NA,NA,NA,NA
andre-moritz,42208,3,314,mei,Nulo,0,4.56,0,2,Avaí,NA,NA,1,3,2,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
rene,78445,3,262,lat,Provável,0,6.02,0,-0.25,Flamengo,1,2,NA,NA,2,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedro-geromel,80853,3,284,zag,Provável,0,11.61,0,4.3,Grêmio,1,1,NA,1,2,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
nico-lopez,84709,3,285,ata,Provável,3.2,16.88,-1.55,4.5,Internacional,1,1,2,4,1,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA
fabio,37656,3,283,gol,Provável,1,11.59,-2.18,6.33,Cruzeiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,1,NA,NA,NA
dede,60819,3,283,zag,Provável,8.7,15.63,0.68,6.57,Cruzeiro,NA,1,NA,1,2,1,NA,7,5,NA,NA,1,NA,NA,NA,NA,NA,NA
matheus-mancini,80124,3,282,zag,Nulo,0,3,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodrigo-moledo,63354,3,285,zag,Provável,6,5.22,1.45,2.97,Internacional,NA,1,1,1,1,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
iago,97868,3,285,lat,Provável,3.9,8.82,0.14,1.95,Internacional,NA,1,1,NA,1,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
victor-cuesta,79113,3,285,zag,Provável,5,12.72,-0.17,4.85,Internacional,1,2,NA,NA,2,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
bruno-henrique,90285,3,262,ata,Provável,-0.5,18.85,-1.92,6.17,Flamengo,1,3,2,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kannemann,87342,3,284,zag,Provável,3.7,14.12,-3.5,2.05,Grêmio,2,7,NA,NA,3,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
vinicius,71162,3,282,mei,Nulo,0,4.51,0,-0.5,Atlético-MG,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
everton,86757,3,284,ata,Provável,10.9,16.99,2.21,7.07,Grêmio,NA,NA,1,NA,2,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
victor,52950,3,282,gol,Provável,3.7,5.75,0.34,1.7,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA
cazares,81682,3,282,mei,Contundido,0,11,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nino-paraiba,68808,3,265,lat,Provável,7.4,12.66,0.96,3.93,Bahia,2,4,1,2,4,NA,NA,10,4,NA,NA,1,1,NA,NA,NA,NA,NA
gatito-fernandez,74061,3,263,gol,Provável,8.5,5.46,2.57,0.1,Botafogo,1,NA,NA,NA,1,NA,NA,4,NA,2,4,1,NA,NA,NA,NA,NA,NA
rever,52253,3,282,zag,Provável,1.8,11.14,-1.09,1.65,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
ganso,62977,3,266,mei,Contundido,0,11,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodriguinho,61033,3,283,mei,Provável,6.8,6.22,1.36,4.4,Cruzeiro,1,2,1,NA,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanderlei,62121,3,277,gol,Provável,10.7,22.74,1.48,9.03,Santos,NA,NA,NA,NA,NA,NA,NA,3,NA,9,2,1,NA,NA,NA,NA,NA,NA
fabio-santos,38229,3,282,lat,Provável,2.8,11.32,-0.12,3.67,Atlético-MG,NA,2,NA,1,4,1,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
pablo,69138,3,276,ata,Contundido,0,17,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hernanes,38648,3,276,mei,Nulo,6.3,14.77,0.48,4.43,São Paulo,NA,NA,5,2,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
jean-mota,78548,3,277,mei,Provável,1.2,8.4,-0.63,1.67,Santos,NA,4,2,1,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
yago-pikachu,80196,3,267,mei,Provável,3.2,9.11,-0.11,2.2,Vasco,NA,1,2,2,5,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
reinaldo,78850,3,276,lat,Provável,-1.1,9.97,-1.68,2.5,São Paulo,1,5,NA,NA,2,NA,NA,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA
leandro-castan,38505,3,267,zag,Nulo,0,11,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elias,54395,3,282,mei,Provável,-0.6,11.62,-2.21,5.5,Atlético-MG,NA,5,1,1,3,1,NA,10,5,NA,NA,NA,NA,1,NA,NA,NA,NA
ricardo-oliveira,38910,3,282,ata,Provável,1.6,16.69,-1.35,5.23,Atlético-MG,NA,1,1,4,1,1,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA
adilson,50307,3,282,mei,Contundido,0,7.56,0,4.9,Atlético-MG,NA,NA,NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
patric,60969,3,282,lat,Nulo,0,5,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leonardo-silva,68925,3,282,zag,Nulo,0,6.24,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luan,63219,3,282,mei,Provável,0,6.69,0,1.6,Atlético-MG,NA,1,NA,NA,2,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
carlos-cesar,61211,3,282,lat,Nulo,0,4,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
martin-rea,103093,3,282,zag,Nulo,0,4,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maicon,62968,3,282,ata,Nulo,-0.3,7.01,-1.44,3.75,Atlético-MG,NA,1,NA,1,2,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
matheus-stockl,104088,3,282,zag,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renan-guedes,104127,3,282,lat,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raphael-lopes,105198,3,282,ata,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabriel,104404,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neto,103706,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
helio-junior,104622,3,282,lat,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
betao,37646,3,314,zag,Provável,5,2.56,1.52,0.57,Avaí,2,3,NA,NA,3,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
igor-reis,104408,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
douglas,38738,3,314,mei,Contundido,0,8,0,0,Avaí,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marquinhos-silva,38515,3,314,zag,Provável,0.7,7.48,-0.82,3.53,Avaí,1,2,NA,4,4,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
iago-mendonca,105278,3,290,zag,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vinicius,104660,3,290,ata,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leo-moura,37701,3,284,lat,Nulo,1.4,5.55,-1.45,1.4,Grêmio,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
felipe-mosquete,105397,3,290,gol,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rafael-barbosa,105396,3,290,mei,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
werley,62974,3,267,zag,Nulo,0,0.72,0,-2.2,Vasco,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
terans,102878,3,282,mei,Nulo,0,5,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
henrique,84893,3,267,lat,Nulo,0,4.11,0,2.8,Vasco,NA,1,1,1,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
alan,105395,3,290,zag,Nulo,0,1,0,0,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gilberto,80313,3,266,lat,Provável,2.7,6.46,0.09,0.4,Fluminense,NA,1,1,NA,1,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-mineiro,90634,3,267,mei,Provável,0.4,5.61,-0.85,2.53,Vasco,NA,7,NA,2,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
willian-maranhao,87262,3,267,mei,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raul,92496,3,267,mei,Provável,7.2,7.31,1.69,5.65,Vasco,2,4,1,1,3,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabriel-felix,92057,3,267,gol,Nulo,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jordi,86776,3,341,gol,Provável,11.5,5.52,3.44,4.9,CSA,NA,NA,NA,NA,2,NA,NA,1,NA,5,3,1,NA,NA,NA,NA,NA,NA
ribamar,94068,3,267,ata,Nulo,0,2.64,0,0.8,Vasco,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
andrey,93787,3,267,mei,Nulo,0,4.35,0,1.7,Vasco,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
marrony,101717,3,267,ata,Nulo,0,13.8,0,6.95,Vasco,NA,4,2,4,7,NA,NA,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA
hugo-borges,95875,3,267,ata,Nulo,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caio-monteiro,93789,3,267,ata,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rafael-franca,101719,3,267,lat,Nulo,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
miranda,101720,3,267,zag,Nulo,0,2.57,0,0.7,Vasco,NA,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
yan-sasse,96055,3,267,mei,Provável,1,4.03,-0.3,1.87,Vasco,NA,3,1,4,3,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ricardo,99881,3,267,zag,Provável,3.6,6.8,0.64,3.23,Vasco,NA,3,NA,1,1,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
tiago-reis,104678,3,267,ata,Nulo,0,5,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-santos,101718,3,267,mei,Nulo,0,5,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moresche,102719,3,267,ata,Nulo,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodrigo-fernandes,102771,3,267,mei,Nulo,0,2,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
heitor,104649,3,285,lat,Nulo,0,1,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diego-souza,68911,3,263,ata,Provável,-0.8,4.27,-0.95,-1.05,Botafogo,NA,3,NA,2,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dudu,102852,3,267,mei,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apodi,51042,3,341,lat,Provável,8.8,5.84,2.53,2.83,CSA,NA,3,1,1,3,NA,NA,10,3,NA,NA,1,NA,NA,NA,NA,NA,NA
ney-franco,37246,3,315,tec,Provável,3.35,8.13,0.32,4.21,Chapecoense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
joao-pedro,101721,3,267,gol,Nulo,0,1,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thiago-neves,38277,3,283,mei,Nulo,0,5.01,-1.18,2.6,Cruzeiro,1,1,1,1,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
joao-ricardo,81881,3,315,gol,Suspenso,0,6,0,0,Chapecoense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sornoza,87877,3,264,mei,Provável,0,4.53,0,1.3,Corinthians,NA,3,NA,1,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
rogerio-ceni,97341,3,356,tec,Provável,2.97,6.51,0.12,3.08,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thiago-heleno,38394,3,293,zag,Provável,0,1.27,0,-2.1,Athlético-PR,2,2,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rafael-vaz,73421,3,290,zag,Nulo,0,13.18,0,13,Goiás,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
patrick,83433,3,285,mei,Provável,7.6,9.85,1.3,6.15,Internacional,NA,2,NA,NA,5,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
cuellar,71709,3,262,mei,Provável,0,13.56,0,6.8,Flamengo,NA,3,NA,1,1,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
bruno-cortez,72079,3,284,lat,Provável,4.4,5.59,-0.03,2.25,Grêmio,NA,1,NA,NA,1,NA,1,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA
rafael-galhardo,68821,3,284,lat,Nulo,0,3,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alexandre-pato,49675,3,276,ata,Dúvida,0.8,7.02,-1.11,3.57,São Paulo,NA,3,NA,3,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
montoya,94840,3,284,mei,Nulo,0,7.62,0,5.9,Grêmio,NA,2,1,NA,2,NA,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA
abner,84860,3,293,lat,Nulo,0,4,0,0,Athlético-PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cuca,42411,3,276,tec,Provável,2.51,9.06,-0.27,3.6,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
romulo,70009,3,284,mei,Nulo,0,6.45,0,8.2,Grêmio,1,4,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
tiao,47134,3,356,mei,Nulo,0,1,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tche-tche,86686,3,276,mei,Provável,12.6,6.54,3.91,4.27,São Paulo,NA,5,4,2,3,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
tadeu,82453,3,290,gol,Provável,5.5,12.29,0.93,5.37,Goiás,NA,NA,NA,NA,2,NA,NA,3,NA,4,4,1,NA,NA,1,NA,NA,NA
roger-machado,79437,3,265,tec,Provável,4.93,9.8,0.62,4.78,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jo,101317,3,314,ata,Nulo,0,1,0,0,Avaí,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jair,81091,3,282,mei,Nulo,5.7,7.2,1.13,3.07,Atlético-MG,1,1,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedro-rocha,90302,3,283,ata,Provável,5.9,12.87,0.31,7.5,Cruzeiro,NA,1,NA,1,4,1,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA
vitor-bueno,87552,3,276,mei,Nulo,0,5.9,0,1.5,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
iago-maidana,89226,3,282,zag,Nulo,0,3.19,0,-1.4,Atlético-MG,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jose-welison,86859,3,282,mei,Provável,6.1,5.25,1.48,3,Atlético-MG,NA,NA,NA,1,2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
uilson,85418,3,282,gol,Contundido,0,3,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-candido,84851,3,282,mei,Nulo,0,2,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nathan,87009,3,282,mei,Nulo,11.8,6.92,3.51,6.5,Atlético-MG,NA,NA,2,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
rodrigo-santana,97922,3,282,tec,Provável,5.42,10.24,0.6,4.97,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eduardo-barroca,77774,3,263,tec,Provável,6.57,7.98,1.3,3.87,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kayke,50402,3,290,ata,Provável,0.7,3.26,-0.1,0.7,Goiás,1,3,1,4,3,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
leo-artur,82644,3,266,mei,Nulo,0,1.75,0,-0.3,Fluminense,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ewandro,86842,3,266,ata,Nulo,0,4,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jobson,93377,3,277,mei,Nulo,0,4,0,0,Santos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcos-junior,93893,3,267,mei,Nulo,0,3,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vagner,78151,3,315,gol,Contundido,0,4,0,0,Chapecoense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marcos-valadares,84930,3,267,tec,Provável,2,7.52,-0.3,3,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diguinho,105282,3,356,zag,Nulo,0,2,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
claudinei-oliveira,84761,3,290,tec,Provável,2.75,7.38,0.16,3.13,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yuri,88125,3,263,mei,Nulo,0,2.9,-1.1,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matheus-inacio,80394,3,356,gol,Nulo,0,2,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luanderson,86380,3,314,mei,Provável,3,2.47,0.47,3,Avaí,NA,2,NA,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
paulinho,78512,3,314,lat,Provável,1.7,2.31,0.34,1.07,Avaí,NA,6,NA,1,3,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-dias,104356,3,341,zag,Nulo,0,2,0,0,CSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
riquelme,105566,3,267,lat,Nulo,0,1,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yago-felipe,87747,3,290,mei,Nulo,-2,2.95,-2.05,-2,Goiás,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alexander,105553,3,267,gol,Nulo,0,9.79,0,6,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA
kelvin,71549,3,266,ata,Nulo,0,5,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
igor-rabello,89493,3,282,zag,Provável,7.1,11.03,0.96,5.15,Atlético-MG,NA,NA,NA,1,2,NA,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
roni,105585,3,264,mei,Nulo,0,2,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucas-piton,105584,3,264,lat,Nulo,0,1,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bruno-mendez,103700,3,264,zag,Nulo,0,6,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
valdivia,85423,3,267,mei,Nulo,-0.8,3.66,-0.9,-0.15,Vasco,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
janderson,97245,3,264,ata,Nulo,0,1.23,0,-0.5,Corinthians,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gustavo-blanco,91191,3,282,mei,Contundido,0,9,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jairinho,102139,3,267,ata,Nulo,1.5,2.69,-0.31,1.5,Vasco,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
daniel,97349,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
michael,93659,3,282,gol,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leandrinho,91702,3,282,ata,Nulo,0,3,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alessandro-vinicius,94495,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chara,99891,3,282,ata,Provável,1.1,9.65,-1.1,4.17,Atlético-MG,NA,3,1,4,2,1,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
fernando,97543,3,282,gol,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alerrandro,101715,3,282,ata,Nulo,0,5,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marquinhos,98765,3,282,mei,Nulo,0,1,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
guga,101319,3,282,lat,Provável,16.7,9.89,4.64,7.83,Atlético-MG,NA,2,NA,1,1,NA,1,11,8,NA,NA,NA,3,NA,NA,NA,NA,NA
jones-carioca,70161,3,314,ata,Nulo,0,3.04,0,1.15,Avaí,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
